Code,Name,Description,Category,Price,Product_URL,Image_URL,Brand
89,"IPS-712V WDR 1 Megapixel IR IP bullet camera","IPS-712V WDR 1 Megapixel IR IP bullet camera","IP megapixel bullet /tube cameras",129.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/89/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x12v_1.jpg,"IPS Technology"
90,"IPS-712VW WDR 1 Megapixel Mini IR IP bullet camera with WiFi ","IPS-712VW WDR 1 Megapixel Mini IR IP bullet camera with WiFi ","IP megapixel bullet /tube cameras",144.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/90/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x12vw.jpg,
91,"IPS-713V WDR 1 Megapixel 4X Zoom IR IP bullet camera","IPS-713V WDR 1 Megapixel 4X Zoom IR IP bullet camera","IP megapixel bullet /tube cameras",144.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/91/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x13v_1.jpg,"IPS Technology"
92,"IPS-714V WDR 1 Megapixel Array LED IR IP bullet camera","IPS-714V WDR 1 Megapixel Array LED IR IP bullet camera","IP megapixel bullet /tube cameras",139.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/92/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x14v.jpg,"IPS Technology"
93,"IPS-911 2.0 Megapixel IR IP bullet camera","IPS-911 2.0 Megapixel IR IP bullet camera","IP megapixel bullet /tube cameras",115.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/93/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-911.jpg,"IPS Technology"
94,"IPS-911S 2 Megapixel Mini IR IP bullet camera","IPS-911S 2 Megapixel Mini IR IP bullet camera
","IP megapixel bullet /tube cameras",115.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/94/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-511s_2.jpg,"IPS Technology"
95,"IPS-912V 2 Megapixel IR IP bullet camera ","IPS-912V 2 Megapixel IR IP bullet camera","IP megapixel bullet /tube cameras",125.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/95/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x12v_2.jpg,"IPS Technology"
96,"IPS-912VW 2 Megapixel Mini IR IP bullet camera with WiFi ","IPS-912VW 2 Megapixel Mini IR IP bullet camera with WiFi 
","IP megapixel bullet /tube cameras",139.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/96/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x12vw_1.jpg,"IPS Technology"
99,"3S Vision N6011 5 Megapixel/H.264/1080P Real-Time/Vari-Focal Indoor IP Bullet Network Camera","3S Vision N6011 5 Megapixel / H.264 /1080P Real-Time / Vari-Focal Indoor IP Bullet Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",320.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/99/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6011.jpg,"3S Vision"
100,"3S Vision N6031 3 Megapixel/H.264/1080P Real-Time/Vari-Focal Indoor IP Bullet Network Camera","3S Vision N6031 3 Megapixel / H.264 / 1080P Real-Time / Vari-Focal Indoor IP Bullet Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",265.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/100/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6031.jpg,"3S Vision"
101,"3S Vision N6033 3 Megapixel/H.264/1080P Real-Time/Vari-Focal Outdoor IP Bullet Network Camera","3S Vision N6033 3 Megapixel / H.264 / 1080P Real-Time / Vari-Focal Outdoor IP Bullet Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",305.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/101/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6033.jpg,"3S Vision"
102,"3S Vision N6035 3 Megapixel/H.264/720P Real Time/IR-25M/ Vari-Focal Tube Network Camera","3S Vision N6035 3 Megapixel / H.264 / 720P Real Time / IR-25M / Vari-Focal Tube Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",249.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/102/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6072.jpg,"3S Vision"
103,"3S Vision N6037 3 Megapixel/H.264/1080P Real-Time/Vari-focal Outdoor IP Bullet Network Camera","3S Vision N6037 3 Megapixel/H.264/1080P Real-Time/Vari-focal Outdoor IP Bullet Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",267.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/103/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6037.jpg,"3S Vision"
104,"3S Vision N6038 3 Megapixel/H.264/1080P Real-Time/Fixed Outdoor IP Bullet Network Camera","3S Vision N6038 3 Megapixel / H.264 / 1080P Real-Time / Fixed Outdoor IP Bullet Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",224.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/104/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6038.jpg,"3S Vision"
105,"3S Vision N6071 2 Megapixel/H.264/720P Real-Time/IR-25M Outdoor Bullet Network Camera","3S Vision N6071 2 Megapixel/H.264/720P Real-Time/IR-25M Outdoor Bullet Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",245.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/105/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6071.jpg,"3S Vision"
106,"3S Vision N6072 2 Megapixel/H.264/Fixed lens/IR-25M Tube Network Camera","3S Vision N6072 2 Megapixel/H.264/Fixed lens/IR-25M Tube Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",197.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/106/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6072_1.jpg,"3S Vision"
107,"3S Vision N6073 2Megapixel/H.264/720P Real Time/IR--25M/ Vari-Focal Tube Network Camera","3S Vision N6073 2Megapixel/H.264/720P Real Time/IR--25M/ Vari-Focal Tube Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",235.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/107/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6072_2.jpg,"3S Vision"
108,"3S Vision N6074 2 Megapixel/H.264/720P Real-Time/IR/Vari-Focal Indoor Bullet Network Camera","3S Vision N6074 2 Megapixel/H.264/720P Real-Time/IR/Vari-Focal Indoor Bullet Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",249.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/108/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6074.jpg,"3S Vision"
109,"3S Vision N6075 2 Megapixel/H.264/720P Real-Time/IR Indoor Bullet Network Camera","3S Vision N6075 2 Megapixel / H.264 / 720P Real-Time / IR Indoor Bullet Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",208.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/109/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6075.jpg,"3S Vision"
110,"3S Vision N6076 2 Megapixel/H.264/720P Real-Time/IR/Vari-Focal Outdoor Bullet Network Camera","3S Vision N6076 2 Megapixel/H.264/720P Real-Time/IR/Vari-Focal Outdoor Bullet Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",289.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/110/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6076.jpg,"3S Vision"
111,"3S Vision N6078 2 Megapixel/H.264/720P Real-Time Vari-Focal IP Bullet Network Camera","3S Vision N6078 2 Megapixel / H.264 / 720P Real-Time Vari-Focal IP Bullet Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",224.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/111/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6078.jpg,"3S Vision"
112,"3S Vision N6077 2 Megapixel/H.264/720P Real-Time/IR Fixed Outdoor Bullet Network Camera","3S Vision N6077 2 Megapixel / H.264 / 720P Real-Time/IR IP Fixed Outdoor Bullet Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",252.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/112/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6077_1.jpg,"3S Vision"
113,"3S Vision N6079 2 Megapixel/H.264/720P Real-Time Fixed Bullet Network Camera","3S Vision N6079 2 Megapixel/H.264/720P Real-Time Fixed Bullet Network Camera from 3G Mobile CCTV","IP megapixel bullet /tube cameras",216.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/113/,http://www.3gmobilecctv.com/media/catalog/product/n/6/n6078_1.jpg,"3S Vision"
114,"ACTi E91 1MP Indoor Mini Dome Camera with Basic WDR and a Fixed 2.93mm Lens","ACTi E91 1MP Indoor Mini Dome Camera with Basic WDR and a Fixed 2.93mm Lens","IP mini dome cameras",142.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/114/,http://www.3gmobilecctv.com/media/catalog/product/e/9/e91e92_l.jpg,ACTi
115,"ACTi E92 3MP Indoor Mini Dome Camera with Basic WDR and a Fixed 2.93mm Lens","ACTi E92 3MP Indoor Mini Dome Camera with Basic WDR and a Fixed 2.93mm Lens","IP mini dome cameras",167.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/115/,http://www.3gmobilecctv.com/media/catalog/product/e/9/e91e92_l_1.jpg,ACTi
116,"IPS-521S Low Lux 1 Megapixel IR IP mini dome camera ","·Low profile with Plug &amp; Play capability
·Vandalproof and waterproof

·1/3 inch million pixels low illumination CMOS image sensor ·4/6 mm million pixels camera lens
·Day and night to convert, infrared distance is 20m
·H.264 compressed mode","IP mini dome cameras",96.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/116/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x21s_series.jpg,"IPS Technology"
117,"IPS-721S WDR 1 Megapixel IR IP mini dome camera ","·High resolution 1/3 1.0 Megapixel WDR CMOS Sensor
·Integrated 4/6 mm Megapixel lens
·Day and night application makes 20M IR view
·H.264 compression
·Real time transmission up to 25FPS@1MP, D1
·Interchangeable Lenses Available
·Two-way audio ","IP mini dome cameras",110.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/117/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x21s_series_1.jpg,"IPS Technology"
118,"IPS-921S 2 Megapixel IR IP mini dome camera ","·High resolution 1/4 2.0 Megapixel CMOS Sensor
·Integrated 4/6 mm Megapixel lens
·Day and night application makes 20M IR view
· H.264 compression
·Real time transmission up to 25FPS
·Interchangeable Lenses Available
·Two-way audio supported
","IP mini dome cameras",105.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/118/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-x21s_series_2.jpg,"IPS Technology"
119,"3S Vision N9033 3 Megapixel/H.264/1080P Real-Time/Vari-Focal mini Dome Network Camera ","3S Vision N9033 3 Megapixel/H.264/1080P Real-Time/Vari-Focal mini Dome Network Camera from 3G Mobile CCTV","IP mini dome cameras",245.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/119/,http://www.3gmobilecctv.com/media/catalog/product/n/9/n9073.jpg,"3S Vision"
120,"3S Vision N9034 3 Megapixel/H.264/1080P Real-Time/Fixed mini Dome Network Camera ","3S Vision N9034 3 Megapixel/H.264/1080P Real-Time/Fixed mini Dome Network Camera from 3G Mobile CCTV","IP mini dome cameras",216.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/120/,http://www.3gmobilecctv.com/media/catalog/product/n/9/n9073_1.jpg,"3S Vision"
121,"3S Vision N9071 2 Megapixel/H.264/720P/Wide Angle mini Dome Network Camera","3S Vision N9071 2 Megapixel/H.264/720P/Wide Angle mini Dome Network Camera from 3G Mobile CCTV","IP mini dome cameras",145.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/121/,http://www.3gmobilecctv.com/media/catalog/product/n/9/n9071.jpg,"3S Vision"
122,"ACTi KCM-3911 H.264 4-Megapixel IP D/N Hemispheric Camera","1/2.5&quot; progressive scan CMOS 
- Day and night function with mechanicl IR cut filter
- Minimum illumination 0.06 lux at F2.8
- 180°/360° panorama and ePTZ view
- Built in f1.05mm/F2.8 megapixel fisheye lens
- 6fps at 2032 x 1920 resolution","IP hemispheric Cameras",552.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/122/,http://www.3gmobilecctv.com/media/catalog/product/k/c/kcm-3911_l.jpg,ACTi
123,"ACTi KCM-7911 4M Outdoor Hemispheric with D/N, Advanced WDR, Fisheye Lens Camera ","1/2.5&quot; progressive scan CMOS
- Day and night function with mechanical IR cut filter
- Minimum illumination 0.06 lux 
- 180°/360° panorama and ePTZ view
- Built-in f1.05mm / F2.8 megapixel fisheye lens 
- 6 fps at 2032 x 1920 resolution","IP hemispheric Cameras",621.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/123/,http://www.3gmobilecctv.com/media/catalog/product/k/c/kcm-7911_l_1.jpg,ACTi
124,"3S Vision N4012 2Megapixel/H.264/1080P//20X/WDR Indoor IP Speed Dome Camera","3S Vision N4012 2Megapixel/H.264/1080P//20X/WDR Indoor IP Speed Dome Camera from 3G Mobile CCTV","IP speed dome cameras","1,250.00",http://www.3gmobilecctv.com/index.php/catalog/product/view/id/124/,http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012.jpg,"3S Vision"
125,"3S Vision N4013 2Megapixel/H.264/D1/23X/Indoor IP Speed Dome Camera","3S Vision N4013 2Megapixel/H.264/D1/23X/Indoor IP speed dome camera from 3G Mobile CCTV","IP speed dome cameras",779.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/125/,http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_1.jpg,"3S Vision"
126,"3S Vision N4013 2Megapixel/H.264/D1/36X/WDR Indoor IP Speed Dome Camera","3S Vision N4013 2Megapixel/H.264/D1/36X/WDR Indoor IP Speed Dome Camera from 3G Mobile CCTV","IP speed dome cameras","1,098.00",http://www.3gmobilecctv.com/index.php/catalog/product/view/id/126/,http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_2.jpg,"3S Vision"
127,"3S Vision N4013 2 Megapixel/H.264/D1/37X/Indoor IP Speed Dome Camera","3S Vision N4013 2 Megapixel/H.264/D1/37X/Indoor IP Speed Dome Camera from 3G Mobile CCTV","IP speed dome cameras",949.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/127/,http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_3.jpg,"3S Vision"
128,"3S Vision N5012 2Megapixel/H.264/1080P//20X/WDR Outdoor IP Speed Dome Camera","3S Vision N5012 2Megapixel/H.264/1080P//20X/WDR Outdoor IP Speed Dome Camera from 3G Mobile CCTV","IP speed dome cameras","1,282.00",http://www.3gmobilecctv.com/index.php/catalog/product/view/id/128/,http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_4.jpg,"3S Vision"
129,"3S Vision N5013 2Megapixel/H.264/D1/23X Outdoor IP Speed Dome Camera","3S Vision N5013 2Megapixel/H.264/D1/23X Outdoor IP Speed Dome Camera from 3G Mobile CCTV","IP speed dome cameras","1,384.00",http://www.3gmobilecctv.com/index.php/catalog/product/view/id/129/,http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_5.jpg,"3S Vision"
130,"3S Vision N5013 2Megapixel/H.264/D1/36X/WDR Outoor IP Speed Dome Camera","3S Vision N5013 2Megapixel/H.264/D1/36X/WDR Outoor IP Speed Dome Camera from 3G Mobile CCTV","IP speed dome cameras","1,087.00",http://www.3gmobilecctv.com/index.php/catalog/product/view/id/130/,http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_6.jpg,"3S Vision"
131,"3S Vision N5013 2 Megapixel/H.264/D1/37X Outdoor IP Speed Dome Camera","3S Vision N5013 2 Megapixel/H.264/D1/37X Outdoor IP Speed Dome Camera from 3G Mobile CCTV","IP speed dome cameras",885.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/131/,http://www.3gmobilecctv.com/media/catalog/product/n/4/n4012_7.jpg,"3S Vision"
132,"IPS-332R 480TVL, 640x480, 22X/27X/30X zoom, IP PTZ speed dome camera ","IPS-332R 480TVL, 640x480, 22X/27X/30X zoom, IP PTZ speed dome camera ","IP speed dome cameras",316.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/132/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-332.jpg,"IPS Technology"
133,"IPS-332R 540TVL, 640x480, 22X/27X/30X zoom, IP PTZ speed dome camera ","IPS-332R 540TVL, 640x480, 22X/27X/30X zoom, IP PTZ speed dome camera ","IP speed dome cameras",339.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/133/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-332_1.jpg,"IPS Technology"
134,"IPS-335R 480TVL, 640x480, IR, 22X/27X/30X zoom, array LED, IP PTZ speed dome camera ","IPS-335R 480TVL, 640x480, IR, 22X/27X/30X zoom, IP PTZ speed dome camera ","IP speed dome cameras",345.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/134/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-335r.jpg,"IPS Technology"
135,"IPS-335R 540TVL, 640x480, IR, 22X/27X/30X zoom, array LED, IP PTZ speed dome camera ","IPS-335R 540TVL, 640x480, IR, 22X/27X/30X zoom, array LED, IP PTZ speed dome camera ","IP speed dome cameras",480.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/135/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-335r_1.jpg,"IPS Technology"
136,"IPS-336R 480TVL, 640x480, LED array, 22X/27X/30X zoom, IP PTZ speed dome camera ","IPS-336R 480TVL, 640x480, LED array, 22X/27X/30X zoom, IP PTZ speed dome camera ","IP speed dome cameras",359.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/136/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-336r.jpg,"IPS Technology"
137,"IPS-336R 540TVL, 640x480, LED array, 22X/27X/30X zoom, IP PTZ speed dome camera ","IPS-336R 540TVL, 640x480, LED array, 22X/27X/30X zoom, IP PTZ speed dome camera ","IP speed dome cameras",379.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/137/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-336r_1.jpg,"IPS Technology"
138,"IPS-835HR 1.3MP 720P, LED array, 16x zoom, HD IP PTZ speed dome camera ","IPS-835HR 1.3MP 720P, LED array, 16x zoom, HD IP PTZ speed dome camera ","IP speed dome cameras",485.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/138/,http://www.3gmobilecctv.com/media/catalog/product/i/p/ips-835hr.jpg,"IPS Technology"
139,"ACTi D51 1MP Indoor Dome Camera with Fixed 3.6mm Lens","ACTi D51 1MP Indoor Dome Camera with Fixed 3.6mm Lens from 3G Mobile CCTV","IP megapixel dome cameras",99.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/139/,http://www.3gmobilecctv.com/media/catalog/product/d/5/d51_l.jpg,ACTi
140,"ACTi D52 3MP Indoor Dome Camera with Fixed 3.6mm Lens","ACTi D52 3MP Indoor Dome Camera with Fixed 3.6mm Lens from 3G Mobile CCTV","IP megapixel dome cameras",108.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/140/,http://www.3gmobilecctv.com/media/catalog/product/d/5/d52_l.jpg,ACTi
141,"ACTi D54 1MP Indoor Dome Camera with D/N, IR and a Fixed 3.6mm Lens","ACTi D54 1MP Indoor Dome Camera with D/N, IR and a Fixed 3.6mm Lens form 3G Mobile CCTV","IP megapixel dome cameras",112.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/141/,http://www.3gmobilecctv.com/media/catalog/product/d/5/d54_l.jpg,ACTi
142,"ACTi D55 3MP Indoor Dome Camera with D/N, IR and a Fixed 3.6mm Lens","ACTi D55 3MP Indoor Dome Camera with D/N, IR and a Fixed 3.6mm Lens from 3G Mobile CCTV
","IP megapixel dome cameras",125.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/142/,http://www.3gmobilecctv.com/media/catalog/product/d/5/d55_l.jpg,ACTi
143,"ACTi D61 1.3MP Indoor Dome Camera with SLLS and a Vari-focal Lens","ACTi D61 1.3MP Indoor Dome Camera with SLLS and a Vari-focal Lens from 3G Mobile CCTV","IP megapixel dome cameras",156.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/143/,http://www.3gmobilecctv.com/media/catalog/product/d/6/d61_l.jpg,ACTi
144,"ACTi D62 2MP Indoor Dome Camera with SLLS and a Vari-focal Lens","ACTi D62 2MP Indoor Dome Camera with SLLS and a Vari-focal Lens from 3G Mobile CCTV","IP megapixel dome cameras",169.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/144/,http://www.3gmobilecctv.com/media/catalog/product/d/6/d62_l.jpg,ACTi
145,"ACTi D64 1MP Indoor Dome Camera with D/N, IR and Vari-focal Lens","ACTi D64 1MP Indoor Dome Camera with D/N, IR and Vari-focal Lens from 3G Mobile CCTV ","IP megapixel dome cameras",190.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/145/,http://www.3gmobilecctv.com/media/catalog/product/d/6/d64_l.jpg,ACTi
146,"ACTi D65 3MP Indoor Dome Camera with D/N, IR and Vari-focal Lens","ACTi D65 3MP Indoor Dome Camera with D/N, IR and Vari-focal Lens from 3G Mobile CCTV","IP megapixel dome cameras",210.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/146/,http://www.3gmobilecctv.com/media/catalog/product/d/6/d65_l.jpg,ACTi
147,"ACTi E51 1MP Indoor Dome Camera with Basic WDR and a Fixed 2.8mm Lens","Progressive scan CMOS 
- Minimum illumination 0.1 lux at F2.0
- Built-in f2.8mm/F2.0 megapixel fixed lens
- 30 fps at 1280 x 720 resolution
- Selectable H.264 HP, MJPEG compressions with dual streaming ","IP megapixel dome cameras",119.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/147/,http://www.3gmobilecctv.com/media/catalog/product/e/5/e51_l.jpg,ACTi
148,"ACTi E52 1MP Indoor Dome Camera with D/N, IR, Basic WDR and a Fixed 3.6mm Lens","Progressive scan CMOS
- Minimum illumination 0 lux with IR LED on
- Built-in f3.6mm/F1.8 megapixel fixed lens
- 30fps at 1280 x 720 resolution
- Selectable H.264 HP, MJPEG compressions with dual streaming
- Powered by PoE class 2","IP megapixel dome cameras",143.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/148/,http://www.3gmobilecctv.com/media/catalog/product/e/5/e52_l.jpg,
149,"ACTi E53 3MP Indoor Dome Camera with D/N, IR, Basic WDR and a Fixed 3.6mm Lens","Progressive scan CMOS
- Minimum illumination 0 lux with IR LED on 
- Built-in f3.6mm/F1.8 megapixel fixed lens 
- 15fps at 2048 x 1536 resolution 
- Selectable H.264 HP, MJPEG compressions with dual streaming
- Video motion detection
- Powered by Po","IP megapixel dome cameras",165.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/149/,http://www.3gmobilecctv.com/media/catalog/product/e/5/e53_l.jpg,ACTi
150,"ACTi E54 5MP Indoor Dome Camera with D/N, IR, Basic WDR and a Fixed 3.6mm Lens","Progressive scan CMOS
- Minimum illumination 0 lux with IR LED on 
- Built-in f3.6mm/F1.8 megapixel fixed lens 
- 15fps at 2592 x 1944 resolution 
- Selectable H.264 HP, MJPEG compressions with dual streaming
- Video motion detection
- Basic WDR
- ","IP megapixel dome cameras",210.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/150/,http://www.3gmobilecctv.com/media/catalog/product/e/5/e54_l.jpg,ACTi
151,"ACTi E61 1MP Indoor Dome Camera with D/N, IR, Basic WDR and a Vari-focal Lens","Progressive Scan CMOS
- Day and night function with mechanical IR cut filter
- Minimum illumination 0 lux with IR LED on
- Built-in f2.8~12mm/F1.4 megapixel vari-focal lens
- 30fps at 1280 x 720 resolution
- Selectable H.264 HP, MJPEG compressions wi","IP megapixel dome cameras",305.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/151/,http://www.3gmobilecctv.com/media/catalog/product/e/6/e61_l.jpg,ACTi
152,"ACTi E62 3MP Indoor Dome Camera, D/N, IR, Basic WDR and a Vari-focal Lens","Progressive Scan CMOS 
- Day and night function with mechanical IR cut filter 
- Minimum illumination 0 lux with IR LED on
- Built-in f2.8~12mm/F1.4 megapixel vari-focal lens 
- 15fps at 2048 x 1536 resolution 
- Selectable H.264 HP, MJPEG compressio","IP megapixel dome cameras",265.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/152/,http://www.3gmobilecctv.com/media/catalog/product/e/6/e61_l_1.jpg,ACTi
153,"ACTi E63 5MP Indoor Dome Camera, D/N, IR, Basic WDR, Vari-focal Lens","ACTi E63 5MP Indoor Dome Camera, D/N, IR, Basic WDR, Vari-focal Lens","IP megapixel dome cameras",295.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/153/,http://www.3gmobilecctv.com/media/catalog/product/e/6/e61_l_2.jpg,ACTi
154,"ACTi E64 1MP Indoor Dome Camera, D/N, IR, Superior WDR, Vari-focal Lens","ACTi E64 1MP Indoor Dome Camera, D/N, IR, Superior WDR, Vari-focal Lens","IP megapixel dome cameras",279.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/154/,http://www.3gmobilecctv.com/media/catalog/product/e/6/e61_l_3.jpg,ACTi
155,"ACTi E65 3MP Indoor Dome Camera, D/N, IR, Superior WDR, Vari-focal Lens","Progressive scan CMOS 
- Day and night functions with mechanical IR cut filter
- Minimum illumination 0 lux with IR LED on
- Built-in f2.8~12mm/F1.4 megapixel vari-focal lens 
- 15fps at 2048 x 1536 resolution
- Selectable H.264 HP, MJPEG compression","IP megapixel dome cameras",333.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/155/,http://www.3gmobilecctv.com/media/catalog/product/e/6/e61_l_4.jpg,ACTi
156,"ACTi E66 1.3MP Indoor Dome Camera, Basic WDR, SLLS, Vari-focal Lens","Progressive scan CMOS with superior low light sensitivity 
- Minimum illumination 0.1 lux at F1.4
- Built in f2.8~12mm/F1.4 megapixel varifocal lens
- 30fps at 1280 x 960 resolution
- Selectable H.264 HP, MJPEG compressions with dual streaming 
- Vid","IP megapixel dome cameras",189.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/156/,http://www.3gmobilecctv.com/media/catalog/product/e/6/e66_l.jpg,ACTi
157,"ACTi E67 2MP Indoor Dome Camera, Basic WDR, SLLS, Vari-focal Lens","Progressive scan CMOS with superior low light sensitivity 
- Minimum illumination 0.1 lux at F1.4
- Built-in f2.8~12mm/F1.4 megapixel varifocal lens 
- 30fps at 1920 x 1080 resolution
- Selectable H.264 HP, MJPEG compressions with dual streaming 
- V","IP megapixel dome cameras",219.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/157/,http://www.3gmobilecctv.com/media/catalog/product/e/6/e66_l_1.jpg,ACTi
180,"3S Vision N3011 5 Megapixel/H.264/1080P Real-Time/Vari-Focal/Auto-IRIS IP IR Dome Network Camera","3S Vision N3011 5 Megapixel/H.264/1080P Real-Time/Vari-Focal/Auto-IRIS IP IR Dome Network Camera from 3G Mobile CCTV","IP megapixel dome cameras",330.00,http://www.3gmobilecctv.com/index.php/catalog/product/view/id/180/,http://www.3gmobilecctv.com/media/catalog/product/n/3/n3011.jpg,"3S Vision"
